Tên sản phẩm*,Hình thức quản lý sản phẩm,Mã loại sản phẩm,Mã SKU,Barcode,Áp dụng thuế,PL_Giá nhập,PL_Giá bán buôn,PL_Giá sỉ Đặc Biệt,PL_Giá bán lẻ,PL_Giá sỉ 1,PL_Giá sỉ 2,Đơn vị,LC_CN1_Giá vốn khởi tạo*,LC_CN1_Tồn kho ban đầu*,LC_CN2_Giá vốn khởi tạo*,LC_CN2_Tồn kho ban đầu*,LC_CN3_Giá vốn khởi tạo*,LC_CN3_Tồn kho ban đầu*,LC_CN4_Giá vốn khởi tạo*,LC_CN4_Tồn kho ban đầu*,LC_CN5_Giá vốn khởi tạo*,LC_CN5_Tồn kho ban đầu*
Máy masage OMRON,Sản phẩm thường,Dụng Cụ Y Khoa,4975479507144,4975479507144,Có,700000,800000,780000,1050,800000,820000,cái,700000,0,700000,0,700000,0,700000,0,700000,0
Máy Masage Omron HV-F127,Sản phẩm thường,Dụng Cụ Y Khoa,4975479507151,4975479507151,Có,850000,910000,910000,1200,910000,1000,cái,850000,0,850000,0,850000,0,850000,0,850000,0
Đai chống đau lưng Nakayamashiki ,Sản phẩm thường,Dụng Cụ Y Khoa,4975974021336,4975974021336,Có,830000,1150,900000,1500,1150,1200,Cái,830000,0,830000,0,830000,0,830000,0,830000,0
Máy đo huyết áp AND,Sản phẩm thường,Dụng Cụ Y Khoa,4981046023450,4981046023450,Có,600000,650000,650000,800000,650000,670000,cái,600000,0,600000,0,600000,0,600000,0,600000,0
5484 - Set BCS Size M ,Sản phẩm thường,Dụng Cụ Y Khoa,4984372685484,4984372685484,Có,210000,225000,220000,300000,225000,230000,Set,210000,0,210000,0,210000,0,210000,0,210000,0
3102-Khẩu Trang 10 cái Tree Hand,Sản phẩm thường,Dụng Cụ Y Khoa,4986653213102,4986653213102,Có,125000,155000,150000,200000,155000,160000,Gói,125000,0,125000,0,125000,0,125000,0,125000,0
6760- Khẩu Trang Pitta 3M Trắng,Sản phẩm thường,Dụng Cụ Y Khoa,4987009156760,4987009156760,Có,220000,,,280000,,,Gói,220000,0,220000,0,220000,0,220000,0,220000,0
2450-Khẩu trang cho bé EU 2 cái,Sản phẩm thường,Dụng Cụ Y Khoa,4987030512450,4987030512450,Có,220000,,,270000,,,Hộp,220000,0,220000,0,220000,0,220000,0,220000,0
1318-Dầu nóng thoa xương khớp Yoko 46ml,Sản phẩm thường,Dụng Cụ Y Khoa,4987072001318,4987072001318,Có,110000,125000,120000,160000,125000,130000,Hộp,110000,6,110000,4,110000,8,110000,0,110000,0
5927-Xịt cầm máu kháng khuẩn Kobayashi 50g,Sản phẩm thường,Dụng Cụ Y Khoa,4987072005927,4987072005927,Có,215000,225000,220000,280000,225000,230000,Chai,215000,0,215000,0,215000,0,215000,0,215000,0
3714-Nhỏ mắt Santen PC Contact 12ml,Sản phẩm thường,Dụng Cụ Y Khoa,4987084303714,4987084303714,Có,135000,,,250000,,,Hộp,135000,0,135000,0,135000,0,135000,0,135000,0
1983-Nhỏ mắt Santen PC 12ml,Sản phẩm thường,Dụng Cụ Y Khoa,4987084411983,4987084411983,Có,115000,130000,125000,200000,130000,135000,Hộp,115000,20,115000,11,115000,7,115000,0,115000,0
Băng đầu gối CWX,Sản phẩm thường,Dụng Cụ Y Khoa,4987107614742,4987107614742,Có,650000,750000,750000,900000,750000,750000,Cái,650000,0,650000,0,650000,0,650000,0,650000,0
Cặp nhiệt độ bấm tai,Sản phẩm thường,Dụng Cụ Y Khoa,4987340300303,4987340300303,Có,200000,250000,250000,400000,250000,250000,cái,200000,0,200000,0,200000,0,200000,0,200000,0
Máy đo huyết áp Terumo cổ tay ES-T100 ZZ,Sản phẩm thường,Dụng Cụ Y Khoa,4987350415738,4987350415738,Có,600000,700000,700000,800000,700000,700000,Cái,600000,0,600000,0,600000,0,600000,0,600000,0
Máy đo huyết áp Terumo cổ tay EST-300ZZ,Sản phẩm thường,Dụng Cụ Y Khoa,4987350415752,4987350415752,Có,570000,650000,650000,800000,650000,680000,cái,570000,0,570000,0,570000,0,570000,0,570000,0
Cặp nhiệt độ Terumo,Sản phẩm thường,Dụng Cụ Y Khoa,4987350964250,4987350964250,Có,200000,250000,250000,350000,250000,240000,cái,200000,0,200000,0,200000,0,200000,0,200000,0
0225-Dán cá chân Ibokorori size L 6 miếng,Sản phẩm thường,Dụng Cụ Y Khoa,4987365010225,4987365010225,Có,147000,160000,160000,200000,160000,165000,cái,147000,0,147000,0,147000,0,147000,0,147000,0
Vòng đeo tay ổn định huyết áp Toma nữ bạc,Sản phẩm thường,Dụng Cụ Y Khoa,580099,580099,Có,1750,1800,1780,2350,1800,1850,Cái,1750,2,1750,0,1750,1,1750,0,1750,0
Nhiệt kế điện tử Exergen Temporal ,Sản phẩm thường,Dụng Cụ Y Khoa,834098002109,834098002109,Có,400000,450000,430000,550000,450000,460000,Cái,400000,0,400000,0,400000,0,400000,0,400000,0
8019-Khẩu trang Surgical 50 cái,Sản phẩm thường,Dụng Cụ Y Khoa,8938511728019,8938511728019,Có,370000,380000,375000,200000,380000,385000,Hộp,370000,0,370000,2,370000,0,370000,0,370000,0
8026-Khẩu trang màu xanh Kim Sora 50 cái,Sản phẩm thường,Dụng Cụ Y Khoa,8938511728026,8938511728026,Có,370000,400000,375000,420000,400000,385000,Hộp,370000,0,370000,0,370000,0,370000,0,370000,0
